,stack_id,x_min,y_min,x_max,y_max,object_type_id,name,add_date
137,1831604,282,587,410,659,22,ascaris,2021-11-09 10:43:09
138,1831604,392,334,520,430,22,ascaris,2021-11-09 10:43:09
139,1831604,456,632,584,704,22,ascaris,2021-11-09 10:43:09
140,1831604,504,583,632,655,22,ascaris,2021-11-09 10:43:09
141,1831604,663,678,791,750,22,ascaris,2021-11-09 10:43:09
142,1831604,682,318,810,409,22,ascaris,2021-11-09 10:43:09
143,1831618,460,628,588,720,22,ascaris,2021-11-09 10:43:09
144,1831618,308,273,436,345,22,ascaris,2021-11-09 10:43:09
145,1831618,496,64,624,156,22,ascaris,2021-11-09 10:43:09
146,1831618,729,140,857,243,22,ascaris,2021-11-09 10:43:09
147,1831618,944,404,1072,476,22,ascaris,2021-11-09 10:43:09
148,1831657,105,173,198,269,22,ascaris,2021-11-09 10:43:09
149,1831657,350,161,478,271,22,ascaris,2021-11-09 10:43:09
150,1831657,519,187,647,259,22,ascaris,2021-11-09 10:43:09
151,1831657,521,59,649,156,22,ascaris,2021-11-09 10:43:09
152,1831657,535,416,663,526,22,ascaris,2021-11-09 10:43:09
153,1831657,725,333,853,405,22,ascaris,2021-11-09 10:43:09
154,1831657,739,580,867,652,22,ascaris,2021-11-09 10:43:09
155,1831657,924,79,1052,181,22,ascaris,2021-11-09 10:43:09
156,1831657,1120,470,1248,542,22,ascaris,2021-11-09 10:43:09
157,1831657,1144,518,1272,590,22,ascaris,2021-11-09 10:43:09
158,1831676,0,54,92,126,22,ascaris,2021-11-09 10:43:09
159,1831676,89,465,217,564,22,ascaris,2021-11-09 10:43:09
160,1831676,123,230,251,302,22,ascaris,2021-11-09 10:43:09
161,1831676,503,441,631,513,22,ascaris,2021-11-09 10:43:09
162,1831676,1040,385,1168,457,22,ascaris,2021-11-09 10:43:09
163,1831676,1077,585,1205,657,22,ascaris,2021-11-09 10:43:09
164,1831676,1082,92,1210,164,22,ascaris,2021-11-09 10:43:09
165,1831676,1114,220,1242,292,22,ascaris,2021-11-09 10:43:09
166,1831676,1148,676,1276,748,22,ascaris,2021-11-09 10:43:09
167,1831755,64,310,192,410,22,ascaris,2021-11-09 10:43:09
168,1831755,302,166,430,253,22,ascaris,2021-11-09 10:43:09
169,1831755,525,670,653,742,22,ascaris,2021-11-09 10:43:09
170,1831755,534,52,662,124,22,ascaris,2021-11-09 10:43:09
171,1831755,636,213,764,285,22,ascaris,2021-11-09 10:43:09
172,1831755,670,314,798,399,22,ascaris,2021-11-09 10:43:09
173,1831755,744,239,872,311,22,ascaris,2021-11-09 10:43:09
174,1831755,1112,70,1240,142,22,ascaris,2021-11-09 10:43:09
175,1831798,179,470,307,564,22,ascaris,2021-11-09 10:43:09
176,1831798,266,293,394,401,22,ascaris,2021-11-09 10:43:09
177,1831798,499,668,627,740,22,ascaris,2021-11-09 10:43:09
178,1831798,557,202,685,307,22,ascaris,2021-11-09 10:43:09
179,1831798,864,149,992,257,22,ascaris,2021-11-09 10:43:09
180,1831798,879,45,1007,139,22,ascaris,2021-11-09 10:43:09
181,1831817,470,372,599,473,22,ascaris,2021-11-09 10:43:09
182,1831817,818,438,946,510,22,ascaris,2021-11-09 10:43:09
183,1831817,874,0,1002,72,22,ascaris,2021-11-09 10:43:09
184,1831817,919,544,1047,616,22,ascaris,2021-11-09 10:43:09
185,1831817,952,470,1080,542,22,ascaris,2021-11-09 10:43:09
186,1831817,1090,55,1218,161,22,ascaris,2021-11-09 10:43:09
187,1831817,1185,198,1313,270,22,ascaris,2021-11-09 10:43:09
188,1831831,179,512,307,584,22,ascaris,2021-11-09 10:43:09
189,1831831,266,384,394,456,22,ascaris,2021-11-09 10:43:09
190,1831831,269,515,397,605,22,ascaris,2021-11-09 10:43:09
191,1831831,739,129,867,201,22,ascaris,2021-11-09 10:43:09
192,1831831,869,654,997,726,22,ascaris,2021-11-09 10:43:09
193,1831848,387,636,515,708,22,ascaris,2021-11-09 10:43:09
194,1831848,158,342,286,414,22,ascaris,2021-11-09 10:43:09
195,1831848,293,92,399,164,22,ascaris,2021-11-09 10:43:09
196,1831848,189,471,281,576,22,ascaris,2021-11-09 10:43:09
197,1831848,371,202,473,308,22,ascaris,2021-11-09 10:43:09
198,1831848,583,202,711,316,22,ascaris,2021-11-09 10:43:09
199,1831848,600,36,728,124,22,ascaris,2021-11-09 10:43:09
200,1831848,866,346,994,436,22,ascaris,2021-11-09 10:43:09
201,1831905,91,569,219,641,22,ascaris,2021-11-09 10:43:09
202,1831905,6,130,134,237,22,ascaris,2021-11-09 10:43:09
203,1831905,401,0,529,72,22,ascaris,2021-11-09 10:43:09
204,1831905,872,507,1000,604,22,ascaris,2021-11-09 10:43:09
205,1831905,1072,297,1200,387,22,ascaris,2021-11-09 10:43:09
206,1831905,1174,396,1302,506,22,ascaris,2021-11-09 10:43:09
207,1831922,192,307,287,406,22,ascaris,2021-11-09 10:43:09
208,1831922,1094,65,1222,152,22,ascaris,2021-11-09 10:43:09
209,1831922,1100,166,1228,256,22,ascaris,2021-11-09 10:43:09
210,1831922,0,301,52,373,22,ascaris,2021-11-09 10:43:09
211,1831922,0,387,58,459,22,ascaris,2021-11-09 10:43:09
212,1831938,0,124,128,238,22,ascaris,2021-11-09 10:43:09
213,1831938,35,522,163,631,22,ascaris,2021-11-09 10:43:09
214,1831938,360,10,488,82,22,ascaris,2021-11-09 10:43:09
215,1831938,600,257,728,348,22,ascaris,2021-11-09 10:43:09
216,1831938,672,115,800,205,22,ascaris,2021-11-09 10:43:09
217,1831966,0,207,74,279,22,ascaris,2021-11-09 10:43:09
218,1831966,0,402,31,474,22,ascaris,2021-11-09 10:43:09
219,1831966,0,461,37,533,22,ascaris,2021-11-09 10:43:09
220,1831966,212,549,340,621,22,ascaris,2021-11-09 10:43:09
221,1831966,234,86,362,158,22,ascaris,2021-11-09 10:43:09
222,1831966,310,62,438,134,22,ascaris,2021-11-09 10:43:09
223,1831966,722,83,850,184,22,ascaris,2021-11-09 10:43:09
224,1831966,960,35,1088,142,22,ascaris,2021-11-09 10:43:09
225,1831966,988,227,1116,299,22,ascaris,2021-11-09 10:43:09
226,1831966,1032,551,1160,623,22,ascaris,2021-11-09 10:43:09
227,1831966,1142,559,1270,631,22,ascaris,2021-11-09 10:43:09
228,1831991,0,0,81,53,22,ascaris,2021-11-09 10:43:09
229,1831991,46,0,165,58,22,ascaris,2021-11-09 10:43:09
230,1831991,48,623,178,726,22,ascaris,2021-11-09 10:43:09
231,1831991,331,123,459,218,22,ascaris,2021-11-09 10:43:09
232,1831991,344,538,476,638,22,ascaris,2021-11-09 10:43:09
233,1831991,607,582,740,682,22,ascaris,2021-11-09 10:43:09
234,1831991,676,538,804,610,22,ascaris,2021-11-09 10:43:09
235,1831991,741,661,869,733,22,ascaris,2021-11-09 10:43:09
236,1831991,755,512,883,584,22,ascaris,2021-11-09 10:43:09
237,1831991,794,411,922,483,22,ascaris,2021-11-09 10:43:09
238,1831991,907,283,993,390,22,ascaris,2021-11-09 10:43:09
239,1831991,1014,0,1142,55,22,ascaris,2021-11-09 10:43:09
240,1832018,46,224,174,296,22,ascaris,2021-11-09 10:43:09
241,1832018,356,194,484,266,22,ascaris,2021-11-09 10:43:09
242,1832018,460,21,588,93,22,ascaris,2021-11-09 10:43:09
243,1832018,492,356,620,428,22,ascaris,2021-11-09 10:43:09
244,1832018,600,660,728,732,22,ascaris,2021-11-09 10:43:09
245,1832018,657,226,785,298,22,ascaris,2021-11-09 10:43:09
246,1832018,747,29,875,101,22,ascaris,2021-11-09 10:43:09
247,1832018,758,269,886,341,22,ascaris,2021-11-09 10:43:09
248,1832045,0,571,60,670,22,ascaris,2021-11-09 10:43:09
249,1832045,165,647,293,719,22,ascaris,2021-11-09 10:43:09
250,1832045,183,194,311,284,22,ascaris,2021-11-09 10:43:09
251,1832045,444,92,572,164,22,ascaris,2021-11-09 10:43:09
252,1832045,784,0,912,49,22,ascaris,2021-11-09 10:43:09
253,1832045,810,466,938,560,22,ascaris,2021-11-09 10:43:09
254,1832045,849,111,977,183,22,ascaris,2021-11-09 10:43:09
255,1832069,847,543,975,635,22,ascaris,2021-11-09 10:43:09
256,1832095,0,449,63,521,22,ascaris,2021-11-09 10:43:09
257,1832095,98,9,226,81,22,ascaris,2021-11-09 10:43:09
258,1832095,154,144,282,246,22,ascaris,2021-11-09 10:43:09
259,1832095,462,626,590,698,22,ascaris,2021-11-09 10:43:09
260,1832095,746,618,874,720,22,ascaris,2021-11-09 10:43:09
261,1832095,811,15,939,87,22,ascaris,2021-11-09 10:43:09
262,1832095,914,0,1042,72,22,ascaris,2021-11-09 10:43:09
263,1832095,1024,386,1152,458,22,ascaris,2021-11-09 10:43:09
264,1832095,1035,119,1126,225,22,ascaris,2021-11-09 10:43:09
265,1832095,1126,205,1254,299,22,ascaris,2021-11-09 10:43:09
266,1832095,1169,460,1297,532,22,ascaris,2021-11-09 10:43:09
267,1832095,1250,130,1339,202,22,ascaris,2021-11-09 10:43:09
268,1832095,1256,200,1341,272,22,ascaris,2021-11-09 10:43:09
269,1832138,146,465,274,537,22,ascaris,2021-11-09 10:43:09
270,1832138,213,342,341,414,22,ascaris,2021-11-09 10:43:09
271,1832138,100,255,228,344,22,ascaris,2021-11-09 10:43:09
272,1832138,277,228,405,300,22,ascaris,2021-11-09 10:43:09
273,1832138,422,0,550,72,22,ascaris,2021-11-09 10:43:09
274,1832138,606,674,734,746,22,ascaris,2021-11-09 10:43:09
275,1832138,774,148,902,220,22,ascaris,2021-11-09 10:43:09
276,1832138,845,551,973,623,22,ascaris,2021-11-09 10:43:09
277,1832138,954,0,1082,72,22,ascaris,2021-11-09 10:43:09
278,1832138,1098,176,1226,248,22,ascaris,2021-11-09 10:43:09
279,1832138,1133,8,1261,80,22,ascaris,2021-11-09 10:43:09
280,1832138,1174,665,1302,737,22,ascaris,2021-11-09 10:43:09
281,1832156,38,603,166,675,22,ascaris,2021-11-09 10:43:09
282,1832156,71,325,199,397,22,ascaris,2021-11-09 10:43:09
283,1832156,102,53,230,125,22,ascaris,2021-11-09 10:43:09
284,1832156,176,185,304,257,22,ascaris,2021-11-09 10:43:09
285,1832156,215,145,343,217,22,ascaris,2021-11-09 10:43:09
286,1832156,236,460,364,532,22,ascaris,2021-11-09 10:43:09
287,1832156,347,90,475,162,22,ascaris,2021-11-09 10:43:09
288,1832156,360,294,488,366,22,ascaris,2021-11-09 10:43:09
289,1832156,516,420,644,492,22,ascaris,2021-11-09 10:43:09
290,1832156,616,556,744,628,22,ascaris,2021-11-09 10:43:09
291,1832156,664,132,792,204,22,ascaris,2021-11-09 10:43:09
292,1832156,680,490,808,562,22,ascaris,2021-11-09 10:43:09
293,1832156,741,47,869,119,22,ascaris,2021-11-09 10:43:09
294,1832156,781,414,909,486,22,ascaris,2021-11-09 10:43:09
295,1832156,856,26,984,98,22,ascaris,2021-11-09 10:43:09
296,1832156,894,583,1022,655,22,ascaris,2021-11-09 10:43:09
297,1832156,945,75,1073,147,22,ascaris,2021-11-09 10:43:09
298,1832181,285,266,413,367,22,ascaris,2021-11-09 10:43:09
299,1832181,774,470,902,542,22,ascaris,2021-11-09 10:43:09
300,1832181,928,14,1056,86,22,ascaris,2021-11-09 10:43:09
301,1832181,1075,407,1203,479,22,ascaris,2021-11-09 10:43:09
302,1832181,1097,127,1225,199,22,ascaris,2021-11-09 10:43:09
303,1832218,0,624,128,696,22,ascaris,2021-11-09 10:43:09
304,1832218,133,39,261,134,22,ascaris,2021-11-09 10:43:09
305,1832218,199,296,327,368,22,ascaris,2021-11-09 10:43:09
306,1832218,555,1,683,73,22,ascaris,2021-11-09 10:43:09
307,1832218,662,577,790,649,22,ascaris,2021-11-09 10:43:09
308,1832218,794,69,922,186,22,ascaris,2021-11-09 10:43:09
309,1832218,838,288,966,360,22,ascaris,2021-11-09 10:43:09
310,1832218,1026,0,1154,72,22,ascaris,2021-11-09 10:43:09
311,1832230,15,464,143,536,22,ascaris,2021-11-09 10:43:09
312,1832230,33,115,161,212,22,ascaris,2021-11-09 10:43:09
313,1832230,444,0,572,72,22,ascaris,2021-11-09 10:43:09
314,1832230,500,54,628,126,22,ascaris,2021-11-09 10:43:09
315,1832230,561,11,689,83,22,ascaris,2021-11-09 10:43:09
316,1832230,653,0,781,72,22,ascaris,2021-11-09 10:43:09
317,1832230,771,417,899,508,22,ascaris,2021-11-09 10:43:09
318,1832230,795,57,923,146,22,ascaris,2021-11-09 10:43:09
319,1832230,936,628,1064,700,22,ascaris,2021-11-09 10:43:09
320,1832230,1070,51,1198,139,22,ascaris,2021-11-09 10:43:09
321,1832230,1139,299,1267,382,22,ascaris,2021-11-09 10:43:09
322,1832305,0,585,128,678,22,ascaris,2021-11-09 10:43:09
323,1832305,202,0,330,72,22,ascaris,2021-11-09 10:43:09
324,1832305,206,88,334,160,22,ascaris,2021-11-09 10:43:09
325,1832305,411,360,539,432,22,ascaris,2021-11-09 10:43:09
326,1832305,534,33,662,105,22,ascaris,2021-11-09 10:43:09
327,1832305,669,51,797,160,22,ascaris,2021-11-09 10:43:09
328,1832305,752,518,880,590,22,ascaris,2021-11-09 10:43:09
329,1832305,762,283,890,355,22,ascaris,2021-11-09 10:43:09
330,1832305,866,64,994,136,22,ascaris,2021-11-09 10:43:09
331,1832305,910,188,1038,260,22,ascaris,2021-11-09 10:43:09
332,1832305,988,184,1116,286,22,ascaris,2021-11-09 10:43:09
333,1832305,1145,625,1273,720,22,ascaris,2021-11-09 10:43:09
334,1832305,1109,447,1237,553,22,ascaris,2021-11-09 10:43:09
335,1832330,12,657,140,729,22,ascaris,2021-11-09 10:43:09
336,1832330,173,151,301,248,22,ascaris,2021-11-09 10:43:09
337,1832330,636,246,764,318,22,ascaris,2021-11-09 10:43:09
338,1832330,811,304,939,396,22,ascaris,2021-11-09 10:43:09
339,1832330,956,512,1084,584,22,ascaris,2021-11-09 10:43:09
340,1832330,1039,621,1167,693,22,ascaris,2021-11-09 10:43:09
341,1832493,0,432,79,504,22,ascaris,2021-11-09 10:43:09
342,1832493,241,19,369,133,22,ascaris,2021-11-09 10:43:09
343,1832493,669,184,797,288,22,ascaris,2021-11-09 10:43:09
344,1832493,697,493,825,565,22,ascaris,2021-11-09 10:43:09
345,1832493,885,174,1013,246,22,ascaris,2021-11-09 10:43:09
346,1832493,956,577,1084,649,22,ascaris,2021-11-09 10:43:09
347,1832546,0,637,128,709,22,ascaris,2021-11-09 10:43:09
348,1832546,8,93,136,165,22,ascaris,2021-11-09 10:43:09
349,1832546,9,250,137,322,22,ascaris,2021-11-09 10:43:09
350,1832546,157,469,285,541,22,ascaris,2021-11-09 10:43:09
351,1832546,163,187,291,259,22,ascaris,2021-11-09 10:43:09
352,1832546,251,118,379,207,22,ascaris,2021-11-09 10:43:09
353,1832546,265,181,393,253,22,ascaris,2021-11-09 10:43:09
354,1832546,276,671,404,743,22,ascaris,2021-11-09 10:43:09
355,1832546,318,0,446,72,22,ascaris,2021-11-09 10:43:09
356,1832546,374,602,502,674,22,ascaris,2021-11-09 10:43:09
357,1832546,386,92,514,164,22,ascaris,2021-11-09 10:43:09
358,1832546,395,254,523,326,22,ascaris,2021-11-09 10:43:09
359,1832546,517,99,645,209,22,ascaris,2021-11-09 10:43:09
360,1832546,740,148,868,220,22,ascaris,2021-11-09 10:43:09
361,1832546,840,163,968,235,22,ascaris,2021-11-09 10:43:09
362,1832546,1085,659,1213,731,22,ascaris,2021-11-09 10:43:09
363,1832546,1096,341,1224,413,22,ascaris,2021-11-09 10:43:09
364,1832546,1192,165,1320,237,22,ascaris,2021-11-09 10:43:09
365,1832591,205,124,333,196,22,ascaris,2021-11-09 10:43:09
366,1832591,230,545,358,617,22,ascaris,2021-11-09 10:43:09
367,1832591,273,478,401,550,22,ascaris,2021-11-09 10:43:09
368,1832591,309,531,437,603,22,ascaris,2021-11-09 10:43:09
369,1832591,344,450,472,522,22,ascaris,2021-11-09 10:43:09
370,1832591,619,393,747,465,22,ascaris,2021-11-09 10:43:09
371,1832591,620,582,748,654,22,ascaris,2021-11-09 10:43:09
372,1832591,761,179,889,251,22,ascaris,2021-11-09 10:43:09
373,1832591,817,494,945,566,22,ascaris,2021-11-09 10:43:09
374,1832591,928,665,1056,737,22,ascaris,2021-11-09 10:43:09
375,1832591,1083,189,1211,261,22,ascaris,2021-11-09 10:43:09
376,1832591,1117,484,1245,566,22,ascaris,2021-11-09 10:43:09
377,1832591,1140,606,1268,678,22,ascaris,2021-11-09 10:43:09
378,1832591,1151,50,1279,122,22,ascaris,2021-11-09 10:43:09
379,1832608,179,465,307,570,22,ascaris,2021-11-09 10:43:09
380,1832608,344,566,472,638,22,ascaris,2021-11-09 10:43:09
381,1832608,559,610,687,708,22,ascaris,2021-11-09 10:43:09
382,1832608,696,341,824,449,22,ascaris,2021-11-09 10:43:09
383,1832608,1145,124,1273,250,22,ascaris,2021-11-09 10:43:09
384,1832608,1181,556,1309,628,22,ascaris,2021-11-09 10:43:09
385,1832608,15,296,143,406,22,ascaris,2021-11-09 10:43:09
386,1832608,125,190,253,290,22,ascaris,2021-11-09 10:43:09
387,1832608,531,32,659,145,22,ascaris,2021-11-09 10:43:09
388,1832608,683,92,811,199,22,ascaris,2021-11-09 10:43:09
389,1832608,762,81,890,182,22,ascaris,2021-11-09 10:43:09
390,1832654,946,537,1074,609,22,ascaris,2021-11-09 11:39:11
391,1832692,0,153,41,242,22,ascaris,2021-11-09 11:39:11
392,1832720,1006,493,1134,565,22,ascaris,2021-11-09 11:39:11
393,1832735,620,566,748,638,22,ascaris,2021-11-09 11:39:11
394,1832735,776,195,904,267,22,ascaris,2021-11-09 11:39:11
395,1832735,932,40,1060,112,22,ascaris,2021-11-09 11:39:11
396,1832760,0,7,60,79,22,ascaris,2021-11-09 10:43:09
397,1832760,29,126,157,221,22,ascaris,2021-11-09 10:43:09
398,1832760,258,129,386,216,22,ascaris,2021-11-09 10:43:09
399,1832760,381,564,509,658,22,ascaris,2021-11-09 10:43:09
400,1832760,388,134,516,233,22,ascaris,2021-11-09 10:43:09
401,1832760,392,217,520,289,22,ascaris,2021-11-09 10:43:09
402,1832760,616,236,744,354,22,ascaris,2021-11-09 10:43:09
403,1832760,760,364,888,459,22,ascaris,2021-11-09 10:43:09
