,stack_id,x_min,y_min,x_max,y_max,object_type_id,name,add_date
36,1837700,1182,611,1310,683,24,trichuris,2021-11-09 14:06:02
37,1837743,352,381,443,436,24,trichuris,2021-11-09 12:09:59
38,1837809,697,116,761,195,24,trichuris,2021-11-09 12:09:59
39,1837896,23,618,85,692,24,trichuris,2021-11-09 14:06:02
40,1837896,1166,538,1224,615,24,trichuris,2021-11-09 14:06:02
41,1837980,383,406,481,465,24,trichuris,2021-11-09 14:06:02
42,1838130,565,629,611,706,24,trichuris,2021-11-09 12:09:59
43,1838130,823,638,884,720,24,trichuris,2021-11-09 12:09:59
44,1838151,378,141,475,201,24,trichuris,2021-11-09 12:09:59
45,1838184,568,118,625,193,24,trichuris,2021-11-09 14:06:02
46,1838266,269,19,349,95,24,trichuris,2021-11-09 14:06:02
47,1838292,49,681,157,729,24,trichuris,2021-11-09 14:06:02
48,1838344,1008,0,1110,65,24,trichuris,2021-11-09 12:09:59
49,1838402,258,619,318,688,24,trichuris,2021-11-09 14:06:02
50,1838513,140,700,199,720,24,trichuris,2021-11-09 12:09:59
51,1838748,136,419,203,468,24,trichuris,2021-11-09 14:06:02
52,1838881,711,0,764,52,24,trichuris,2021-11-09 14:06:02
53,1839027,1080,113,1170,174,24,trichuris,2021-11-09 14:06:02
54,1839055,727,573,792,650,24,trichuris,2021-11-09 14:06:02
55,1839055,1212,61,1277,132,24,trichuris,2021-11-09 14:06:02
56,1839113,0,615,41,676,24,trichuris,2021-11-09 14:06:02
57,1839113,370,170,427,242,24,trichuris,2021-11-09 14:06:02
58,1839113,377,429,443,505,24,trichuris,2021-11-09 14:06:02
59,1839184,484,202,549,288,24,trichuris,2021-11-09 12:09:59
60,1839196,532,360,623,424,24,trichuris,2021-11-09 14:06:02
61,1839196,890,291,974,349,24,trichuris,2021-11-09 14:06:02
62,1839196,1071,140,1152,203,24,trichuris,2021-11-09 14:06:02
63,1839196,1135,19,1228,77,24,trichuris,2021-11-09 14:06:02
64,1839291,877,25,956,92,24,trichuris,2021-11-09 14:06:02
65,1839365,0,316,54,383,24,trichuris,2021-11-09 14:06:02
66,1839365,282,65,373,122,24,trichuris,2021-11-09 14:06:02
67,1839388,927,323,997,384,24,trichuris,2021-11-09 14:06:02
68,1839388,1217,62,1279,107,24,trichuris,2021-11-09 14:06:02
69,1839472,129,365,200,450,24,trichuris,2021-11-09 14:06:02
70,1839472,157,652,265,717,24,trichuris,2021-11-09 14:06:02
71,1839472,496,591,594,645,24,trichuris,2021-11-09 14:06:02
72,1839472,642,133,732,209,24,trichuris,2021-11-09 14:06:02
73,1839545,442,0,517,49,24,trichuris,2021-11-09 14:06:02
74,1839571,792,440,853,522,24,trichuris,2021-11-09 13:05:58
75,1839753,812,494,863,569,24,trichuris,2021-11-09 14:06:02
76,1839757,1122,617,1188,674,24,trichuris,2021-11-09 13:05:58
77,1839803,393,230,444,333,24,trichuris,2021-11-09 12:09:59
78,1839869,906,39,988,107,24,trichuris,2021-11-09 16:14:07
79,1839967,616,105,717,152,24,trichuris,2021-11-09 14:06:02
80,1839967,954,678,1072,714,24,trichuris,2021-11-09 14:06:02
81,1840055,658,525,740,593,24,trichuris,2021-11-09 14:06:02
82,1840211,787,114,862,179,24,trichuris,2021-11-09 14:06:02
83,1840248,714,494,774,581,24,trichuris,2021-11-09 14:06:02
84,1840562,338,650,420,722,24,trichuris,2021-11-09 14:06:02
85,1840562,869,454,931,535,24,trichuris,2021-11-09 14:06:02
86,1840686,977,628,1066,708,24,trichuris,2021-11-09 12:09:59
87,1840760,578,0,626,76,24,trichuris,2021-11-09 14:06:02
88,1840805,1114,288,1182,347,24,trichuris,2021-11-09 11:13:16
89,1840828,637,102,701,162,24,trichuris,2021-11-09 12:09:59
90,1840868,151,401,221,452,24,trichuris,2021-11-09 14:06:02
91,1840942,1145,654,1240,708,24,trichuris,2021-11-09 11:13:16
92,1840951,966,248,1055,304,24,trichuris,2021-11-09 16:14:07
93,1840963,1054,39,1182,111,24,trichuris,2021-11-09 11:13:16
94,1840991,456,593,526,679,24,trichuris,2021-11-09 11:13:16
95,1841007,797,587,866,661,24,trichuris,2021-11-09 11:13:16
96,1841035,949,234,1077,306,24,trichuris,2021-11-09 11:13:16
97,1841057,1055,7,1121,90,24,trichuris,2021-11-09 14:06:02
98,1841065,683,112,773,174,24,trichuris,2021-11-09 12:09:59
99,1841102,1014,27,1076,109,24,trichuris,2021-11-09 12:09:59
100,1841157,64,0,151,39,24,trichuris,2021-11-09 16:14:07
101,1841164,380,537,508,609,24,trichuris,2021-11-09 11:13:16
102,1841168,1151,529,1220,601,24,trichuris,2021-11-09 14:06:02
103,1841194,119,199,197,247,24,trichuris,2021-11-09 14:06:02
104,1841194,331,46,391,121,24,trichuris,2021-11-09 14:06:02
105,1841221,108,30,218,92,24,trichuris,2021-11-09 11:13:16
106,1841231,212,189,310,246,24,trichuris,2021-11-09 16:14:07
107,1841245,895,220,983,297,24,trichuris,2021-11-09 11:13:16
108,1841245,939,497,1026,571,24,trichuris,2021-11-09 11:13:16
109,1841318,690,0,757,38,24,trichuris,2021-11-09 11:13:16
110,1841363,1055,645,1138,720,24,trichuris,2021-11-09 11:13:16
111,1841410,394,487,466,579,24,trichuris,2021-11-09 13:05:58
112,1841419,1090,367,1148,428,24,trichuris,2021-11-09 12:09:59
113,1841443,286,405,374,483,24,trichuris,2021-11-09 11:13:16
114,1841460,703,90,831,162,24,trichuris,2021-11-09 12:09:59
115,1841464,77,574,141,640,24,trichuris,2021-11-09 16:14:07
116,1841516,756,683,826,720,24,trichuris,2021-11-09 16:14:07
117,1841534,804,598,911,657,24,trichuris,2021-11-09 11:13:16
118,1841542,674,87,750,141,24,trichuris,2021-11-09 14:06:02
119,1841542,831,606,887,664,24,trichuris,2021-11-09 14:06:02
120,1841595,805,336,886,412,24,trichuris,2021-11-09 14:06:02
121,1841700,813,555,890,677,24,trichuris,2021-11-09 14:06:02
122,1841716,20,260,83,306,24,trichuris,2021-11-09 11:13:16
123,1841751,672,216,742,293,24,trichuris,2021-11-09 16:14:07
124,1841831,1194,394,1279,429,24,trichuris,2021-11-09 14:06:02
125,1841831,1203,357,1280,401,24,trichuris,2021-11-09 14:06:02
126,1841836,381,39,509,111,24,trichuris,2021-11-09 11:13:16
127,1841901,707,481,771,528,24,trichuris,2021-11-09 14:06:02
128,1841905,530,571,624,633,24,trichuris,2021-11-09 16:14:07
129,1841910,1076,294,1169,352,24,trichuris,2021-11-09 11:13:16
130,1842003,392,642,482,720,24,trichuris,2021-11-09 11:13:16
131,1842003,638,478,766,550,24,trichuris,2021-11-09 11:13:16
132,1842077,537,208,599,284,24,trichuris,2021-11-09 14:06:02
133,1842077,989,30,1053,93,24,trichuris,2021-11-09 14:06:02
134,1842077,1036,453,1091,529,24,trichuris,2021-11-09 14:06:02
135,1842084,430,95,503,175,24,trichuris,2021-11-09 11:52:41
136,1842093,885,75,1013,147,24,trichuris,2021-11-09 11:13:16
137,1842135,471,36,538,85,24,trichuris,2021-11-09 14:06:02
138,1842135,905,316,964,383,24,trichuris,2021-11-09 14:06:02
139,1842149,1138,94,1225,177,24,trichuris,2021-11-09 11:13:16
140,1842184,673,341,801,413,24,trichuris,2021-11-09 11:52:41
141,1842185,236,261,324,335,24,trichuris,2021-11-09 11:13:16
142,1842217,106,610,160,684,24,trichuris,2021-11-09 14:06:02
143,1842217,1147,626,1195,692,24,trichuris,2021-11-09 14:06:02
144,1842222,496,319,619,388,24,trichuris,2021-11-09 11:13:16
145,1842303,1244,205,1318,284,24,trichuris,2021-11-09 14:06:02
146,1842303,57,274,119,352,24,trichuris,2021-11-09 14:06:02
147,1842303,437,0,493,72,24,trichuris,2021-11-09 14:06:02
148,1842303,1128,397,1206,466,24,trichuris,2021-11-09 14:06:02
149,1842342,503,282,596,359,24,trichuris,2021-11-09 11:13:16
150,1842342,569,523,647,603,24,trichuris,2021-11-09 11:13:16
151,1842538,950,685,1060,731,24,trichuris,2021-11-09 14:06:02
152,1842570,27,182,94,258,24,trichuris,2021-11-09 11:52:41
153,1842587,463,109,531,182,24,trichuris,2021-11-09 11:13:16
154,1842589,473,622,526,700,24,trichuris,2021-11-09 14:06:02
155,1842589,630,47,684,117,24,trichuris,2021-11-09 14:06:02
156,1842589,665,502,732,581,24,trichuris,2021-11-09 14:06:02
157,1842623,819,384,914,470,24,trichuris,2021-11-09 11:13:16
158,1842625,18,326,100,397,24,trichuris,2021-11-09 16:14:07
159,1842703,946,125,1010,210,24,trichuris,2021-11-09 14:06:02
160,1842709,925,467,974,517,24,trichuris,2021-11-09 13:05:58
161,1842742,530,12,609,62,24,trichuris,2021-11-09 14:06:02
162,1842764,981,256,1075,317,24,trichuris,2021-11-09 16:14:07
163,1842820,542,365,617,449,24,trichuris,2021-11-09 11:52:41
164,1842830,890,343,948,401,24,trichuris,2021-11-09 11:13:16
165,1842918,569,661,679,723,24,trichuris,2021-11-09 14:06:02
166,1842955,576,352,663,409,24,trichuris,2021-11-09 14:06:02
167,1842998,1213,397,1273,472,24,trichuris,2021-11-09 11:52:41
168,1843023,282,573,410,645,24,trichuris,2021-11-09 11:13:16
169,1843023,561,622,689,694,24,trichuris,2021-11-09 11:13:16
170,1843089,594,561,665,635,24,trichuris,2021-11-09 16:14:07
171,1843094,619,208,747,280,24,trichuris,2021-11-09 11:13:16
172,1843278,384,517,494,591,24,trichuris,2021-11-09 11:13:16
173,1843316,66,559,147,627,24,trichuris,2021-11-09 14:06:02
174,1843316,180,537,265,614,24,trichuris,2021-11-09 14:06:02
175,1843316,187,644,263,710,24,trichuris,2021-11-09 14:06:02
176,1843336,1089,225,1157,318,24,trichuris,2021-11-09 11:52:41
177,1843454,804,40,880,110,24,trichuris,2021-11-09 11:13:16
178,1843523,0,536,42,622,24,trichuris,2021-11-09 11:52:41
179,1843602,542,626,608,704,24,trichuris,2021-11-09 11:52:41
180,1843624,337,130,462,191,24,trichuris,2021-11-09 11:13:16
181,1843748,1037,527,1096,617,24,trichuris,2021-11-09 11:52:41
182,1843757,240,634,332,714,24,trichuris,2021-11-09 11:13:16
183,1843835,581,281,687,346,24,trichuris,2021-11-09 11:13:16
184,1843835,1140,180,1232,249,24,trichuris,2021-11-09 11:13:16
185,1843851,1160,410,1227,488,24,trichuris,2021-11-09 11:52:41
186,1843904,819,97,913,161,24,trichuris,2021-11-09 14:06:02
187,1843939,648,615,737,691,24,trichuris,2021-11-09 11:13:16
188,1844023,707,555,792,639,24,trichuris,2021-11-09 11:13:16
189,1844245,546,450,657,530,24,trichuris,2021-11-09 14:20:35
190,1844416,102,0,198,39,24,trichuris,2021-11-09 14:20:35
191,1844416,136,144,217,209,24,trichuris,2021-11-09 14:20:35
192,1844459,82,64,170,139,24,trichuris,2021-11-09 11:13:16
193,1844512,858,445,925,510,24,trichuris,2021-11-09 14:20:35
194,1844537,116,588,173,674,24,trichuris,2021-11-09 11:52:41
195,1844571,1163,464,1291,536,24,trichuris,2021-11-09 11:52:41
196,1844585,236,472,323,532,24,trichuris,2021-11-09 11:52:41
197,1844608,1116,190,1201,254,24,trichuris,2021-11-09 14:20:35
198,1844718,805,209,881,285,24,trichuris,2021-11-09 13:03:08
199,1844733,19,132,91,208,24,trichuris,2021-11-09 13:03:08
200,1844744,448,172,559,242,24,trichuris,2021-11-09 10:57:43
201,1844779,134,0,191,49,24,trichuris,2021-11-09 14:20:35
202,1844779,306,226,376,300,24,trichuris,2021-11-09 14:20:35
203,1844779,937,443,1016,500,24,trichuris,2021-11-09 14:20:35
204,1844813,334,471,423,552,24,trichuris,2021-11-09 14:20:35
205,1844895,971,587,1028,651,24,trichuris,2021-11-09 13:03:08
206,1844895,1021,584,1075,654,24,trichuris,2021-11-09 13:03:08
207,1844896,697,327,783,384,24,trichuris,2021-11-09 14:20:35
208,1844903,637,99,712,163,24,trichuris,2021-11-09 14:20:35
209,1844945,221,322,305,378,24,trichuris,2021-11-09 14:20:35
210,1844947,314,665,412,714,24,trichuris,2021-11-09 13:03:08
211,1844970,1197,517,1266,581,24,trichuris,2021-11-09 14:20:35
212,1844970,1051,604,1121,666,24,trichuris,2021-11-09 14:20:35
213,1844978,290,175,418,247,24,trichuris,2021-11-09 14:20:35
214,1845079,989,182,1062,238,24,trichuris,2021-11-09 14:20:35
215,1845156,597,141,669,222,24,trichuris,2021-11-09 10:57:43
216,1845171,129,176,206,230,24,trichuris,2021-11-09 13:03:08
217,1845171,875,549,944,638,24,trichuris,2021-11-09 13:03:08
218,1845252,972,388,1063,462,24,trichuris,2021-11-09 10:57:43
219,1845302,535,490,663,562,24,trichuris,2021-11-09 13:03:08
220,1845431,176,533,249,592,24,trichuris,2021-11-09 13:03:08
221,1845469,227,47,338,104,24,trichuris,2021-11-09 14:20:35
222,1845469,258,668,386,740,24,trichuris,2021-11-09 14:20:35
223,1845469,872,377,950,461,24,trichuris,2021-11-09 14:20:35
224,1845516,1159,229,1259,289,24,trichuris,2021-11-09 14:20:35
225,1845521,1242,517,1280,589,24,trichuris,2021-11-09 11:52:41
226,1845546,548,573,624,625,24,trichuris,2021-11-09 10:57:43
227,1845616,0,157,70,215,24,trichuris,2021-11-09 13:03:08
228,1845664,456,535,540,594,24,trichuris,2021-11-09 13:03:08
229,1845695,15,232,92,310,24,trichuris,2021-11-09 13:03:08
230,1845733,973,35,1024,114,24,trichuris,2021-11-09 11:52:41
231,1845747,32,33,95,101,24,trichuris,2021-11-09 11:52:41
232,1845751,53,280,126,361,24,trichuris,2021-11-09 10:57:43
233,1845784,240,628,317,684,24,trichuris,2021-11-09 13:03:08
234,1845807,159,448,231,520,24,trichuris,2021-11-09 14:20:35
235,1845828,757,0,841,52,24,trichuris,2021-11-09 14:20:35
236,1845938,248,409,316,505,24,trichuris,2021-11-09 10:57:43
237,1845949,673,74,752,137,24,trichuris,2021-11-09 13:03:08
238,1845949,895,11,973,68,24,trichuris,2021-11-09 13:03:08
239,1845949,1159,476,1221,539,24,trichuris,2021-11-09 13:03:08
240,1845977,0,600,43,670,24,trichuris,2021-11-09 13:03:08
241,1845989,69,109,138,193,24,trichuris,2021-11-09 11:52:41
242,1845994,713,72,841,144,24,trichuris,2021-11-09 14:20:35
243,1845994,1083,648,1211,720,24,trichuris,2021-11-09 14:20:35
244,1846098,891,0,1007,38,24,trichuris,2021-11-09 11:52:41
245,1846151,1008,526,1069,598,24,trichuris,2021-11-09 10:57:43
246,1846185,426,346,488,409,24,trichuris,2021-11-09 13:03:08
247,1846264,40,680,102,720,24,trichuris,2021-11-09 13:03:08
248,1846295,60,92,124,151,24,trichuris,2021-11-09 13:03:08
249,1846302,0,309,46,393,24,trichuris,2021-11-09 10:57:43
250,1846302,1,118,78,203,24,trichuris,2021-11-09 10:57:43
251,1846302,961,310,1040,382,24,trichuris,2021-11-09 10:57:43
252,1846362,1051,244,1146,305,24,trichuris,2021-11-09 14:20:35
253,1846450,688,447,816,519,24,trichuris,2021-11-09 14:20:35
254,1846480,571,466,699,538,24,trichuris,2021-11-09 14:20:35
255,1846503,349,183,435,252,24,trichuris,2021-11-09 14:20:35
256,1846549,191,252,273,324,24,trichuris,2021-11-09 14:20:35
257,1846549,474,125,570,184,24,trichuris,2021-11-09 14:20:35
258,1846587,192,535,276,599,24,trichuris,2021-11-09 14:20:35
259,1846632,674,193,780,253,24,trichuris,2021-11-09 12:23:06
260,1846678,794,260,883,324,24,trichuris,2021-11-09 14:20:35
261,1846683,559,401,650,481,24,trichuris,2021-11-09 10:57:43
262,1846694,37,486,93,568,24,trichuris,2021-11-09 12:23:06
263,1846714,206,609,284,682,24,trichuris,2021-11-09 13:03:08
264,1846715,1190,152,1252,257,24,trichuris,2021-11-09 10:57:43
265,1846724,483,79,570,145,24,trichuris,2021-11-09 14:20:35
266,1846734,867,583,939,666,24,trichuris,2021-11-09 13:03:08
267,1846734,1158,447,1210,526,24,trichuris,2021-11-09 13:03:08
268,1846800,869,334,915,422,24,trichuris,2021-11-09 12:23:06
269,1846852,639,579,699,674,24,trichuris,2021-11-09 12:23:06
270,1846889,366,259,434,332,24,trichuris,2021-11-09 12:23:06
271,1846939,2,242,130,314,24,trichuris,2021-11-09 10:57:43
272,1847102,0,670,76,720,24,trichuris,2021-11-09 13:03:08
273,1847102,66,469,127,514,24,trichuris,2021-11-09 13:03:08
274,1847139,0,156,74,224,24,trichuris,2021-11-09 10:57:43
275,1847142,1088,33,1216,105,24,trichuris,2021-11-09 14:20:35
276,1847262,983,86,1063,155,24,trichuris,2021-11-09 14:20:35
277,1847534,97,187,167,242,24,trichuris,2021-11-09 14:20:35
278,1847619,0,429,79,506,24,trichuris,2021-11-09 12:23:06
279,1847619,524,261,625,311,24,trichuris,2021-11-09 12:23:06
280,1847645,377,473,472,542,24,trichuris,2021-11-09 10:57:43
281,1847689,1121,606,1210,667,24,trichuris,2021-11-09 13:03:08
282,1847781,0,108,69,180,24,trichuris,2021-11-09 14:20:35
283,1847791,689,428,772,489,24,trichuris,2021-11-09 14:20:35
284,1847791,938,97,1009,165,24,trichuris,2021-11-09 14:20:35
285,1847802,769,307,846,367,24,trichuris,2021-11-09 13:03:08
286,1847908,420,620,492,680,24,trichuris,2021-11-09 13:03:08
287,1847914,406,90,476,163,24,trichuris,2021-11-09 12:23:06
288,1847914,508,105,556,175,24,trichuris,2021-11-09 12:23:06
289,1847962,488,161,558,226,24,trichuris,2021-11-09 12:23:06
290,1847982,426,180,500,250,24,trichuris,2021-11-09 16:43:30
291,1848033,1180,111,1308,183,24,trichuris,2021-11-09 14:20:35
292,1848039,1164,136,1233,211,24,trichuris,2021-11-09 10:57:43
293,1848053,243,139,296,223,24,trichuris,2021-11-09 10:57:43
294,1848109,281,40,359,107,24,trichuris,2021-11-09 10:57:43
295,1848139,0,0,69,69,24,trichuris,2021-11-09 14:20:35
296,1848162,161,369,249,423,24,trichuris,2021-11-09 16:43:30
297,1848168,1113,396,1189,447,24,trichuris,2021-11-09 16:43:30
298,1848191,1010,268,1081,340,24,trichuris,2021-11-09 13:03:08
299,1848191,1115,303,1164,366,24,trichuris,2021-11-09 13:03:08
300,1848226,292,388,374,463,24,trichuris,2021-11-09 14:20:35
301,1848229,1014,445,1058,539,24,trichuris,2021-11-09 12:23:06
302,1848305,688,541,781,592,24,trichuris,2021-11-09 13:03:08
303,1848305,1009,332,1107,388,24,trichuris,2021-11-09 13:03:08
304,1848319,74,320,169,391,24,trichuris,2021-11-09 13:03:08
305,1848319,904,257,983,318,24,trichuris,2021-11-09 13:03:08
306,1848394,760,189,823,252,24,trichuris,2021-11-09 14:20:35
307,1848514,141,517,207,594,24,trichuris,2021-11-09 14:20:35
308,1848514,1020,9,1098,88,24,trichuris,2021-11-09 14:20:35
309,1848525,1094,535,1158,601,24,trichuris,2021-11-09 14:20:35
310,1848565,24,473,95,549,24,trichuris,2021-11-09 12:23:06
311,1848572,833,113,917,186,24,trichuris,2021-11-09 10:57:43
312,1848583,14,315,114,390,24,trichuris,2021-11-09 13:03:08
313,1848601,971,331,1046,416,24,trichuris,2021-11-09 13:03:08
314,1848742,701,628,785,685,24,trichuris,2021-11-09 13:03:08
315,1848751,618,441,674,535,24,trichuris,2021-11-09 10:57:43
316,1848760,469,0,568,69,24,trichuris,2021-11-09 14:20:35
317,1848760,664,500,764,567,24,trichuris,2021-11-09 14:20:35
318,1848760,1046,488,1136,547,24,trichuris,2021-11-09 14:20:35
319,1848834,352,170,435,248,24,trichuris,2021-11-09 14:20:35
320,1848980,182,59,287,122,24,trichuris,2021-11-09 10:57:43
321,1849189,732,587,822,645,24,trichuris,2021-11-09 12:23:06
322,1849228,1087,593,1173,659,24,trichuris,2021-11-09 12:23:06
323,1849228,1135,61,1225,126,24,trichuris,2021-11-09 12:23:06
324,1849228,1206,355,1280,433,24,trichuris,2021-11-09 12:23:06
325,1849278,630,470,723,541,24,trichuris,2021-11-09 11:28:26
326,1849294,695,553,794,637,24,trichuris,2021-11-09 11:28:26
327,1849294,1196,37,1324,109,24,trichuris,2021-11-09 11:28:26
328,1849340,914,0,991,48,24,trichuris,2021-11-09 14:03:41
329,1849342,201,185,302,255,24,trichuris,2021-11-09 11:28:26
330,1849356,72,179,156,240,24,trichuris,2021-11-09 11:28:26
331,1849356,557,124,636,204,24,trichuris,2021-11-09 11:28:26
332,1849356,837,145,929,219,24,trichuris,2021-11-09 11:28:26
333,1849356,953,65,1028,152,24,trichuris,2021-11-09 11:28:26
334,1849364,35,647,112,719,24,trichuris,2021-11-09 11:28:26
335,1849382,170,452,244,545,24,trichuris,2021-11-09 11:28:26
336,1849382,331,490,415,591,24,trichuris,2021-11-09 11:28:26
337,1849393,252,0,316,46,24,trichuris,2021-11-09 11:28:26
338,1849393,847,469,917,549,24,trichuris,2021-11-09 11:28:26
339,1849393,1086,486,1163,551,24,trichuris,2021-11-09 11:28:26
340,1849403,468,225,537,306,24,trichuris,2021-11-09 11:28:26
341,1849483,210,571,306,647,24,trichuris,2021-11-09 11:28:26
342,1849483,834,428,908,509,24,trichuris,2021-11-09 11:28:26
343,1849510,384,235,465,307,24,trichuris,2021-11-09 14:03:41
344,1849510,624,41,724,102,24,trichuris,2021-11-09 14:03:41
345,1849514,628,524,718,597,24,trichuris,2021-11-09 11:28:26
346,1849524,867,677,954,720,24,trichuris,2021-11-09 11:28:26
347,1849550,907,23,999,98,24,trichuris,2021-11-09 14:03:41
348,1849575,1150,185,1278,257,24,trichuris,2021-11-09 11:28:26
349,1849612,895,143,965,230,24,trichuris,2021-11-09 11:28:26
350,1849618,0,157,33,238,24,trichuris,2021-11-09 11:28:26
351,1849618,443,346,526,410,24,trichuris,2021-11-09 11:28:26
352,1849618,521,417,590,490,24,trichuris,2021-11-09 11:28:26
353,1849618,614,159,701,230,24,trichuris,2021-11-09 11:28:26
354,1849662,0,0,48,58,24,trichuris,2021-11-09 14:03:41
355,1849662,755,61,824,129,24,trichuris,2021-11-09 14:03:41
356,1849662,913,176,995,244,24,trichuris,2021-11-09 14:03:41
357,1849703,622,577,667,651,24,trichuris,2021-11-09 12:23:06
358,1849801,982,89,1063,182,24,trichuris,2021-11-09 14:03:41
359,1849801,1217,84,1279,155,24,trichuris,2021-11-09 14:03:41
360,1849814,1157,473,1228,537,24,trichuris,2021-11-09 14:03:41
361,1849819,228,462,324,540,24,trichuris,2021-11-09 14:03:41
362,1849819,890,613,976,676,24,trichuris,2021-11-09 14:03:41
363,1849819,959,48,1038,121,24,trichuris,2021-11-09 14:03:41
364,1849855,96,223,159,294,24,trichuris,2021-11-09 14:03:41
365,1849885,820,70,907,130,24,trichuris,2021-11-09 11:28:26
366,1849885,839,613,909,692,24,trichuris,2021-11-09 11:28:26
367,1849885,1079,530,1207,602,24,trichuris,2021-11-09 11:28:26
368,1849944,895,316,977,406,24,trichuris,2021-11-09 14:03:41
369,1849975,647,121,711,202,24,trichuris,2021-11-09 11:28:26
370,1849975,362,335,422,416,24,trichuris,2021-11-09 11:28:26
371,1850138,39,461,137,546,24,trichuris,2021-11-09 11:28:26
372,1850138,76,0,169,69,24,trichuris,2021-11-09 11:28:26
373,1850138,714,569,790,650,24,trichuris,2021-11-09 11:28:26
374,1850138,1062,437,1190,509,24,trichuris,2021-11-09 11:28:26
375,1850138,1079,504,1159,581,24,trichuris,2021-11-09 11:28:26
376,1850173,21,248,111,329,24,trichuris,2021-11-09 11:28:26
377,1850221,71,549,137,643,24,trichuris,2021-11-09 11:28:26
378,1850221,531,0,598,88,24,trichuris,2021-11-09 11:28:26
379,1850261,1071,529,1159,611,24,trichuris,2021-11-09 14:03:41
380,1850270,1056,57,1135,141,24,trichuris,2021-11-09 11:28:26
381,1850284,889,149,980,219,24,trichuris,2021-11-09 14:03:41
382,1850284,997,340,1082,401,24,trichuris,2021-11-09 14:03:41
383,1850293,0,151,61,210,24,trichuris,2021-11-09 14:03:41
384,1850293,69,343,155,401,24,trichuris,2021-11-09 14:03:41
385,1850386,220,456,312,527,24,trichuris,2021-11-09 14:03:41
386,1850386,895,354,972,429,24,trichuris,2021-11-09 14:03:41
387,1850389,433,158,531,233,24,trichuris,2021-11-09 11:28:26
388,1850389,568,148,664,222,24,trichuris,2021-11-09 11:28:26
389,1850411,120,678,188,720,24,trichuris,2021-11-09 11:28:26
390,1850411,139,453,210,536,24,trichuris,2021-11-09 11:28:26
391,1850411,883,207,962,308,24,trichuris,2021-11-09 11:28:26
392,1850437,11,77,91,151,24,trichuris,2021-11-09 11:28:26
393,1850437,573,547,665,629,24,trichuris,2021-11-09 11:28:26
394,1850437,1171,571,1253,644,24,trichuris,2021-11-09 11:28:26
395,1850447,607,130,704,203,24,trichuris,2021-11-09 14:03:41
396,1850447,712,376,798,443,24,trichuris,2021-11-09 14:03:41
397,1850467,924,467,1023,539,24,trichuris,2021-11-09 14:03:41
398,1850471,651,189,732,278,24,trichuris,2021-11-09 11:28:26
399,1850481,40,335,112,416,24,trichuris,2021-11-09 14:03:41
400,1850481,133,231,199,310,24,trichuris,2021-11-09 14:03:41
401,1850481,527,0,599,85,24,trichuris,2021-11-09 14:03:41
402,1850505,0,539,75,626,24,trichuris,2021-11-09 11:28:26
403,1850505,421,199,520,261,24,trichuris,2021-11-09 11:28:26
